type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
exploit,10.385,18.300,2.793,11.197,0.450,1.100,-108.15939331054688,-28.217,-48.617,-76.834
exploit,10.585,18.350,2.641,11.209,0.400,1.150,-74.58935546875,-28.954,-47.952,-76.906
explore,10.885,18.200,2.609,10.810,0.550,1.000,-334.71075439453125,-29.453,-51.943,-81.396
exploit,10.485,18.350,2.887,11.215,0.400,1.150,-60.352806091308594,-30.087,-48.464,-78.551
exploit,10.535,18.350,2.846,11.046,0.400,1.150,-33.79420471191406,-28.323,-51.523,-79.846
exploit,10.535,18.350,2.650,11.184,0.400,1.150,-66.07276153564453,-43.232,-200,-243.232
exploit,10.385,18.350,2.960,11.450,0.400,1.150,-72.2490234375,-27.618,-49.019,-76.637
exploit,10.485,18.350,2.794,11.334,0.400,1.150,-77.43180084228516,-28.246,-47.348,-75.594
exploit,10.235,18.300,2.858,11.203,0.474,1.100,-105.84954833984375,-30.042,-51.142,-81.184
exploit,10.635,18.300,2.681,11.060,0.450,1.100,-111.49386596679688,-28.956,-48.156,-77.112
exploit,16.135,18.350,2.706,5.721,0.400,1.150,-116.10665893554688,-31.951,-41.649,-73.6
exploit,10.535,18.350,2.734,11.292,0.400,1.150,-77.08949279785156,-31.443,-54.138,-85.581
exploit,10.435,18.350,2.848,11.276,0.400,1.150,-70.19407653808594,-27.915,-50.716,-78.631
exploit,10.535,18.350,2.670,11.204,0.400,1.150,-79.00889587402344,-28.043,-50.048,-78.091
exploit,15.835,18.350,2.802,5.829,0.400,1.150,-101.92245483398438,-1025.17,-1025.17,-2050.34
exploit,10.485,18.300,2.657,11.115,0.450,1.100,-114.52862548828125,-26.404,-47.103,-73.507
exploit,10.285,18.350,2.821,11.248,0.412,1.150,-73.37409210205078,-28.729,-47.626,-76.355
exploit,10.285,18.300,2.932,11.465,0.461,1.100,-110.91902160644531,-30.598,-53.002,-83.6
exploit,10.635,18.350,2.671,11.143,0.400,1.150,-74.17924499511719,-29.103,-47.809,-76.912
exploit,10.635,18.350,2.695,11.185,0.400,1.150,-73.49649047851562,-29.341,-48.526,-77.867
exploit,16.835,18.350,3.831,4.811,0.400,1.150,-177.8124237060547,-131.982,-33.679,-165.661
exploit,10.385,18.300,2.821,11.341,0.450,1.100,-105.5407943725586,-29.337,-63.566,-92.903
exploit,16.785,18.350,3.909,4.648,0.400,1.150,-162.0513153076172,-1128.17,-1128.17,-2256.33
exploit,10.335,18.300,2.912,11.468,0.453,1.100,-105.74066925048828,-30.947,-51.646,-82.593
exploit,13.635,18.350,0.530,8.090,0.400,1.150,-127.31756591796875,-25.922,-40.523,-66.445
exploit,10.685,18.350,2.579,11.098,0.400,1.150,-89.68525695800781,-31.757,-48.753,-80.51
exploit,13.435,18.350,0.599,8.265,0.400,1.150,-150.01495361328125,-26.042,-38.143,-64.185
exploit,13.485,17.600,0.365,8.227,1.150,0.400,-178.86329650878906,-26.135,-38.331,-64.466
exploit,10.235,18.350,2.973,11.483,0.427,1.150,-78.8592529296875,-30.387,-52.987,-83.374
exploit,13.485,18.350,0.584,8.173,0.400,1.150,-103.509521484375,-25.443,-41.945,-67.388
exploit,13.535,18.200,0.360,8.128,0.550,1.000,-113.05683898925781,-26.246,-41.742,-67.988
exploit,13.535,18.300,0.474,8.139,0.450,1.100,-90.2076416015625,-25.352,-39.652,-65.004
exploit,10.485,18.350,2.774,11.269,0.400,1.150,-71.70464324951172,-30.552,-51.65,-82.202
exploit,10.485,18.300,2.778,11.265,0.450,1.100,-102.21209716796875,-30.106,-49.01,-79.116
exploit,10.385,18.350,2.873,11.424,0.400,1.150,-74.44139099121094,-28.868,-49.07,-77.938
exploit,13.635,18.250,0.502,8.136,0.500,1.050,-99.265625,-26.233,-39.133,-65.366
exploit,10.535,18.350,2.948,11.272,0.400,1.150,-65.05107116699219,-29.774,-51.282,-81.056
exploit,13.785,18.200,0.428,7.929,0.550,1.000,-70.3621826171875,-1048.26,-1048.26,-2096.52
exploit,13.585,18.250,0.543,8.173,0.500,1.050,-109.63604736328125,-26.443,-41.841,-68.284
exploit,13.435,18.350,0.487,8.434,0.400,1.150,-124.53572082519531,-26.575,-43.776,-70.351
exploit,10.735,18.350,2.735,10.853,0.400,1.150,-46.58854675292969,-30.136,-49.737,-79.873
exploit,13.435,18.350,0.555,8.327,0.400,1.150,-69.85943603515625,-26.737,-40.048,-66.785
exploit,10.285,18.350,3.021,11.454,0.412,1.150,-74.2501449584961,-28.018,-51.419,-79.437
explore,15.485,17.650,2.412,6.115,1.100,0.450,-1132.1611328125,-31.88,-41.779,-73.659
exploit,10.235,18.350,2.952,11.447,0.427,1.150,-80.20878601074219,-28.729,-51.738,-80.467
exploit,10.285,18.350,3.101,11.656,0.412,1.150,-63.443763732910156,-31.664,-49.878,-81.542
exploit,10.585,18.350,2.634,11.140,0.400,1.150,-80.22468566894531,-27.905,-47.505,-75.41
exploit,13.435,18.350,0.644,8.277,0.400,1.150,-62.31813049316406,-27.443,-38.842,-66.285
explore,12.935,17.700,0.157,8.717,1.050,0.500,-390.3019714355469,-27.166,-43.366,-70.532
exploit,10.435,18.350,2.812,11.292,0.400,1.150,-71.56832885742188,-26.248,-47.237,-73.485
explore,12.285,17.850,0.942,9.411,0.900,0.650,-663.3858642578125,-145.522,-45.016,-190.538
exploit,13.235,18.350,0.599,8.436,0.400,1.150,-69.91191101074219,-25.982,-37.79,-63.772
exploit,15.285,18.300,2.924,10.664,0.450,1.100,-28.554290771484375,-45.372,-57.869,-103.241
exploit,13.235,18.350,0.548,8.464,0.400,1.150,-92.12826538085938,-26.1,-40.095,-66.195
exploit,13.335,18.350,0.654,8.261,0.400,1.150,-67.28622436523438,-25.296,-38.697,-63.993
exploit,13.585,17.600,0.304,8.335,1.150,0.400,-87.01028442382812,-1009.77,-1009.77,-2019.55
exploit,10.535,18.350,2.543,10.980,0.400,1.150,-106.0847396850586,-27.895,-58.3,-86.195
exploit,10.485,18.350,2.715,11.170,0.400,1.150,-71.52313232421875,-27.727,-47.532,-75.259
exploit,10.535,18.350,2.701,11.176,0.400,1.150,-72.07493591308594,-26.345,-48.644,-74.989
exploit,13.385,18.350,0.710,8.230,0.400,1.150,-68.03660583496094,-1028.68,-1028.68,-2057.37
exploit,10.435,18.350,2.554,10.901,0.400,1.150,-107.65214538574219,-26.276,-47.175,-73.451
exploit,10.485,18.350,2.676,11.135,0.400,1.150,-74.02342224121094,-29.98,-56.281,-86.261
exploit,10.535,18.350,2.740,11.301,0.400,1.150,-73.41223907470703,-28.929,-50.729,-79.658
exploit,13.135,18.350,0.273,8.603,0.400,1.150,-112.04261779785156,-25.754,-41.653,-67.407
exploit,10.635,18.300,2.675,11.232,0.450,1.100,-108.11590576171875,-30.507,-50.008,-80.515
explore,10.585,18.300,2.674,11.237,0.450,1.100,-108.21366882324219,-28.775,-47.967,-76.742
exploit,13.285,18.350,0.349,8.487,0.400,1.150,-80.15884399414062,-25.627,-37.625,-63.252
exploit,10.635,18.350,2.588,10.962,0.400,1.150,-89.96151733398438,-30.203,-48.903,-79.106
exploit,10.485,18.350,2.789,11.224,0.400,1.150,-68.53727722167969,-28.292,-48.774,-77.066
exploit,10.485,18.300,2.674,11.124,0.450,1.100,-106.03330993652344,-28.328,-52.718,-81.046
exploit,13.335,18.300,0.386,8.463,0.450,1.100,-154.95361328125,-26.713,-40.407,-67.12
exploit,10.685,18.350,2.526,11.042,0.400,1.150,-96.95714569091797,-28.359,-48.156,-76.515
exploit,10.585,18.350,2.875,11.264,0.400,1.150,-69.42361450195312,-28.202,-48.816,-77.018
exploit,10.735,18.350,2.480,10.982,0.400,1.150,-112.40233612060547,-1032.9,-1032.9,-2065.8
exploit,10.585,18.350,2.671,11.004,0.400,1.150,-70.13691711425781,-29.456,-50.15,-79.606
exploit,10.235,18.350,3.009,11.322,0.427,1.150,-52.281402587890625,-28.191,-49.794,-77.985
exploit,10.335,18.300,3.107,11.238,0.453,1.100,-56.27667236328125,-29.092,-51.693,-80.785
exploit,10.335,18.300,3.189,11.304,0.453,1.100,-77.65090942382812,-29.858,-54.134,-83.992
exploit,10.485,18.250,2.938,11.250,0.500,1.050,-92.83526611328125,-29.99,-50.388,-80.378
exploit,15.835,17.600,2.886,5.612,1.150,0.400,-200.1015167236328,-29.816,-34.909,-64.725
exploit,10.535,18.350,2.870,11.309,0.400,1.150,-51.17626953125,-27.984,-56.784,-84.768
exploit,10.385,18.350,2.888,11.417,0.400,1.150,-58.0350341796875,-28.774,-47.174,-75.948
exploit,10.235,18.250,2.960,11.402,0.522,1.050,-127.65097045898438,-31.425,-52.23,-83.655
exploit,10.335,18.300,2.952,11.458,0.453,1.100,-88.989013671875,-29.917,-51.916,-81.833
exploit,10.635,18.300,3.019,11.323,0.450,1.100,-70.6710205078125,-31.057,-48.768,-79.825
exploit,13.235,18.350,0.352,8.491,0.400,1.150,-68.00668334960938,-25.457,-40.756,-66.213
exploit,10.535,18.350,2.793,11.312,0.400,1.150,-63.8790283203125,-29.058,-48.853,-77.911
exploit,10.485,18.350,2.853,11.237,0.400,1.150,-50.035400390625,-28.291,-49.297,-77.588
exploit,10.335,18.350,2.854,11.203,0.403,1.150,-48.76031494140625,-31.256,-51.665,-82.921
exploit,13.385,18.250,0.239,8.329,0.500,1.050,-137.75650024414062,-27.747,-41.847,-69.594
exploit,13.285,18.350,0.324,8.544,0.400,1.150,-73.59263610839844,-27.582,-39.479,-67.061
exploit,10.585,18.350,2.872,11.187,0.400,1.150,-45.861328125,-30.846,-50.533,-81.379
exploit,16.085,17.650,2.891,5.706,1.100,0.450,-148.18711853027344,-29.111,-33.108,-62.219
exploit,10.235,18.350,2.951,11.450,0.427,1.150,-68.98239135742188,-1027.22,-1027.22,-2054.45
explore,15.385,17.850,2.213,6.362,0.900,0.650,-952.9193725585938,-136.455,-137.761,-274.216
exploit,13.335,18.350,0.397,8.426,0.400,1.150,-74.5926513671875,-25.565,-38.365,-63.93
exploit,13.485,18.350,0.418,8.281,0.400,1.150,-108.37744140625,-26.057,-40.061,-66.118
exploit,13.085,18.350,0.272,8.569,0.400,1.150,-54.83245849609375,-25.456,-39.747,-65.203
exploit,10.285,18.350,2.840,11.336,0.412,1.150,-101.530029296875,-29.739,-48.338,-78.077
exploit,13.285,18.250,0.213,8.331,0.500,1.050,-110.5203857421875,-26.116,-39.015,-65.131
exploit,15.985,17.600,2.873,5.704,1.150,0.400,-98.16143798828125,-1032.46,-1032.46,-2064.93
exploit,10.435,18.350,2.802,11.216,0.400,1.150,-77.9674072265625,-29.024,-61.741,-90.765
exploit,13.185,18.350,0.620,8.330,0.400,1.150,-222.44273376464844,-25.421,-143.022,-168.443
exploit,10.635,18.300,2.649,11.178,0.450,1.100,-153.8258056640625,-28.631,-47.431,-76.062
exploit,13.285,18.350,0.355,8.446,0.400,1.150,-47.718536376953125,-1023.68,-1023.68,-2047.36
explore,10.585,18.150,2.440,10.906,0.600,0.950,-582.8231811523438,-1017.56,-1017.56,-2035.13
exploit,7.685,18.350,4.039,12.507,0.400,1.591,-60.30439758300781,-31.037,-57.245,-88.282
exploit,10.085,18.500,3.087,11.487,0.391,0.808,-191.9376220703125,-26.549,-49.747,-76.296
exploit,10.285,18.300,2.855,11.353,0.461,1.100,-125.8358154296875,-28.985,-50.79,-79.775
exploit,10.685,18.350,2.671,11.040,0.400,1.150,-151.421875,-31.14,-52.442,-83.582
exploit,10.135,18.400,3.189,11.649,0.430,0.894,-181.3277587890625,-27.939,-50.13,-78.069
exploit,10.335,18.300,3.067,11.143,0.453,1.100,-29.021240234375,-29.853,-50.751,-80.604
exploit,10.435,18.300,2.863,11.389,0.450,1.100,-125.195068359375,-31.206,-51.205,-82.411
exploit,10.535,18.300,2.773,11.232,0.450,1.100,-115.89599609375,-29.573,-47.073,-76.646
exploit,10.585,18.300,2.831,10.951,0.450,1.100,-76.6142578125,-30.695,-51.902,-82.597
exploit,13.335,18.300,0.314,8.368,0.450,1.100,-205.77191162109375,-25.951,-40.651,-66.602
exploit,10.435,18.350,2.758,11.300,0.400,1.150,-86.0308837890625,-30.592,-54.589,-85.181
exploit,10.435,18.350,2.777,11.190,0.400,1.150,-66.3076171875,-29.176,-50.474,-79.65
exploit,9.985,18.550,3.505,11.828,0.430,0.696,-189.55642700195312,-28.214,-63.975,-92.189
exploit,9.985,18.900,3.407,11.871,0.350,0.650,-134.12448120117188,-1010.8,-1010.8,-2021.6
exploit,10.285,18.300,2.864,11.248,0.461,1.100,-94.4443359375,-31.356,-54.355,-85.711
exploit,10.585,18.300,2.812,11.213,0.450,1.100,-91.983642578125,-30.685,-50.897,-81.582
exploit,10.535,18.350,2.620,11.061,0.400,1.150,-198.6279296875,-29.957,-50.868,-80.825
exploit,10.135,18.400,2.859,11.281,0.430,0.894,-150.19677734375,-25.747,-50.849,-76.596
exploit,10.485,18.300,2.749,11.269,0.450,1.100,-120.4420166015625,-1045.92,-1045.92,-2091.85
exploit,13.485,18.350,0.354,8.354,0.400,1.150,-165.4298095703125,-25.727,-40.127,-65.854
exploit,10.285,18.350,2.873,11.273,0.412,1.150,-79.01708984375,-31.453,-49.353,-80.806
exploit,10.185,18.300,3.063,11.419,0.492,1.100,-152.1090087890625,-30.963,-51.46,-82.423
exploit,10.285,18.300,3.042,11.521,0.461,1.100,-178.203369140625,-33.457,-65.058,-98.515
exploit,10.135,18.400,3.165,11.104,0.430,0.894,-40.8026123046875,-28.997,-51.097,-80.094
exploit,10.485,18.350,2.803,11.235,0.400,1.150,-84.935302734375,-30.51,-51.892,-82.402
exploit,10.535,18.350,2.728,11.196,0.400,1.150,-116.99267578125,-29.815,-49.117,-78.932
exploit,10.435,18.300,2.719,11.216,0.450,1.100,-182.99462890625,-1016.87,-1016.87,-2033.75
exploit,7.835,18.300,3.939,12.430,0.450,1.460,-136.06837463378906,-1022.3,-1022.3,-2044.6
exploit,10.485,18.350,2.737,11.262,0.400,1.150,-149.3671875,-32.405,-50.903,-83.308
exploit,10.235,18.350,2.982,11.561,0.427,1.150,-156.36962890625,-30.941,-50.041,-80.982
exploit,10.385,18.300,2.855,11.424,0.450,1.100,-188.588623046875,-31.053,-50.854,-81.907
exploit,10.185,18.300,2.981,11.447,0.492,1.100,-178.01953125,-29.998,-51.2,-81.198
exploit,10.635,18.350,2.817,11.228,0.400,1.150,-94.619873046875,-31.819,-49.418,-81.237
exploit,13.335,18.350,0.321,8.536,0.400,1.150,-193.4696044921875,-25.948,-40.749,-66.697
exploit,10.235,18.350,2.913,11.483,0.427,1.150,-143.119384765625,-29.243,-49.346,-78.589
exploit,10.485,18.350,2.714,11.269,0.400,1.150,-161.5166015625,-25.992,-47.292,-73.284
exploit,10.235,18.350,2.876,11.436,0.427,1.150,-140.4921875,-29.749,-51.347,-81.096
exploit,10.285,18.350,2.892,11.451,0.412,1.150,-130.44140625,-27.703,-55.203,-82.906
exploit,10.285,18.250,2.917,11.421,0.510,1.050,-221.14794921875,-31.854,-50.556,-82.41
exploit,10.485,18.300,2.702,11.211,0.450,1.100,-234.92919921875,-28.809,-49.617,-78.426
exploit,10.435,18.250,2.922,11.419,0.500,1.050,-205.2783203125,-1043.97,-1043.97,-2087.94
exploit,10.285,18.300,2.941,11.367,0.461,1.100,-137.005615234375,-28.592,-49.085,-77.677
exploit,10.385,18.300,2.763,11.265,0.450,1.100,-221.110107421875,-30.864,-58.166,-89.03
exploit,10.485,18.350,2.833,11.336,0.400,1.150,-120.809326171875,-1027.96,-1027.96,-2055.93
exploit,10.885,18.350,2.625,11.186,0.400,1.150,-209.299072265625,-31.131,-49.029,-80.16
exploit,10.435,18.350,2.848,11.334,0.400,1.150,-147.086181640625,-29.236,-51.738,-80.974
exploit,10.485,18.300,2.815,11.122,0.450,1.100,-150.88525390625,-30.324,-49.324,-79.648
exploit,10.385,18.350,2.939,11.469,0.400,1.150,-162.448486328125,-30.578,-49.577,-80.155
exploit,11.935,18.350,1.260,9.692,0.400,1.150,-222.67999267578125,-1017.23,-1017.23,-2034.46
exploit,10.585,18.350,2.693,11.224,0.400,1.150,-182.125732421875,-28.268,-48.371,-76.639
exploit,10.435,18.350,2.756,11.270,0.400,1.150,-160.276123046875,-31.823,-54.739,-86.562
exploit,10.685,18.350,2.590,11.064,0.400,1.150,-242.08935546875,-29.96,-47.56,-77.52
exploit,10.535,18.350,2.689,11.143,0.400,1.150,-162.48974609375,-29.079,-48.476,-77.555
exploit,10.235,18.350,3.061,11.518,0.427,1.150,-150.3135986328125,-1047.37,-1047.37,-2094.74
exploit,10.335,18.350,2.897,11.073,0.403,1.150,-6.91259765625,-32.728,-64.04,-96.768
exploit,10.335,18.250,3.110,11.290,0.502,1.050,-174.798583984375,-31.96,-48.061,-80.021
exploit,13.235,18.350,0.525,8.492,0.400,1.150,-234.17596435546875,-25.818,-40.72,-66.538
explore,9.985,18.250,3.168,11.609,0.640,0.860,-523.273193359375,-28.694,-48.994,-77.688
exploit,10.435,18.300,2.802,11.231,0.450,1.100,-189.1708984375,-29.896,-47.599,-77.495
exploit,10.435,18.350,2.708,11.106,0.400,1.150,-131.474853515625,-31.328,-50.523,-81.851
exploit,13.335,18.350,0.347,8.368,0.400,1.150,-148.30419921875,-26.512,-44.411,-70.923
exploit,10.535,18.350,2.768,11.162,0.400,1.150,-106.906005859375,-30.307,-54.007,-84.314
exploit,10.635,18.350,2.711,11.104,0.400,1.150,-126.8046875,-28.05,-49.551,-77.601
exploit,13.385,18.300,0.573,8.369,0.450,1.100,-268.16656494140625,-27.278,-36.866,-64.144
exploit,10.435,18.350,2.956,11.259,0.400,1.150,-89.00830078125,-29.368,-49.466,-78.834
exploit,13.385,18.250,0.443,8.277,0.500,1.050,-273.1829833984375,-26.017,-38.232,-64.249
exploit,10.185,18.400,2.916,11.214,0.403,0.939,-154.677978515625,-25.191,-48.689,-73.88
exploit,13.285,18.350,0.538,8.521,0.400,1.150,-215.5966796875,-26.31,-43.402,-69.712
exploit,10.535,18.350,2.562,11.102,0.400,1.150,-254.467041015625,-29.292,-47.794,-77.086
exploit,10.385,18.350,2.940,11.452,0.400,1.150,-203.36181640625,-29.835,-48.945,-78.78
exploit,10.635,18.300,2.770,11.246,0.450,1.100,-206.43505859375,-29.768,-49.668,-79.436
exploit,13.185,18.350,0.577,8.506,0.400,1.150,-207.42941284179688,-1028.3,-1028.3,-2056.6
exploit,13.335,18.350,0.527,8.424,0.400,1.150,-184.49822998046875,-25.585,-42.096,-67.681
exploit,13.385,18.250,0.363,8.395,0.500,1.050,-256.7657470703125,-200,-135.982,-335.982
exploit,10.585,18.300,2.772,11.206,0.450,1.100,-188.402587890625,-29.784,-50.69,-80.474
exploit,10.235,18.300,2.944,11.484,0.474,1.100,-266.7236328125,-29.252,-49.849,-79.101
exploit,14.385,18.350,1.395,7.302,0.400,1.150,-293.29156494140625,-26.681,-35.375,-62.056
exploit,13.235,18.200,0.223,8.500,0.550,1.000,-270.723388671875,-154.994,-56.797,-211.791
exploit,10.335,18.350,2.955,11.406,0.403,1.150,-174.470703125,-29.346,-49.046,-78.392
exploit,10.385,18.350,2.790,11.152,0.400,1.150,-86.25927734375,-28.492,-51.997,-80.489
exploit,10.335,18.350,2.906,11.384,0.403,1.150,-167.8258056640625,-29.497,-50.596,-80.093
exploit,10.285,18.350,2.955,11.252,0.412,1.150,-88.806396484375,-28.806,-54.507,-83.313
exploit,13.235,18.200,0.173,8.460,0.550,1.000,-206.3729248046875,-1009.18,-1009.18,-2018.37
exploit,10.635,18.350,2.713,11.156,0.400,1.150,-131.34375,-33.501,-64.103,-97.604
exploit,10.485,18.300,2.834,11.363,0.450,1.100,-220.74755859375,-29.506,-50.406,-79.912
exploit,10.235,18.300,2.966,11.285,0.474,1.100,-157.8980712890625,-28.731,-48.931,-77.662
exploit,10.635,18.350,2.856,11.138,0.400,1.150,-47.7783203125,-30.223,-48.124,-78.347
exploit,10.585,18.300,2.892,10.996,0.450,1.100,-38.04541015625,-31.381,-48.762,-80.143
exploit,10.535,18.350,2.766,11.211,0.400,1.150,-119.06640625,-28.481,-48.985,-77.466
explore,9.835,18.050,3.341,11.706,0.890,0.850,-500.78680419921875,-155.064,-59.664,-214.728
exploit,10.435,18.350,3.043,11.160,0.400,1.150,-11.978515625,-30.439,-54.037,-84.476
