type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
exploit,21.935,17.550,0.341,8.725,0.350,1.200,-98.8134765625,-25.761,-40.661,-66.422
exploit,22.335,17.600,0.854,8.927,0.320,0.680,-70.25048828125,-29.057,-38.751,-67.808
exploit,21.885,17.550,0.340,8.721,0.350,1.200,-98.67138671875,-25.295,-39.899,-65.194
exploit,21.935,17.550,0.313,8.688,0.350,1.200,-99.1416015625,-28.053,-37.954,-66.007
exploit,21.985,17.550,0.291,8.773,0.350,1.200,-104.2373046875,-27.158,-40.558,-67.716
exploit,22.335,17.600,0.743,8.955,0.320,0.680,-111.179931640625,-27.636,-40.835,-68.471
exploit,21.835,17.550,0.355,8.640,0.350,1.200,-100.0595703125,-26.27,-36.569,-62.839
exploit,21.785,17.550,0.349,8.691,0.350,1.200,-98.03515625,-25.872,-40.272,-66.144
exploit,21.985,17.550,0.316,8.707,0.350,1.200,-99.0869140625,-26.039,-38.238,-64.277
exploit,21.685,17.550,0.376,8.746,0.350,1.200,-100.2744140625,-28.431,-38.231,-66.662
exploit,21.885,17.550,0.386,8.714,0.350,1.200,-99.072265625,-26.001,-39,-65.001
exploit,22.085,17.550,0.509,8.687,0.350,1.200,-114.78955078125,-26.612,-37.222,-63.834
exploit,21.885,17.550,0.293,8.705,0.350,1.200,-100.52197265625,-27.588,-38.07,-65.658
exploit,21.935,17.600,0.460,8.673,0.400,1.150,-115.65673828125,-29.819,-39.025,-68.844
exploit,21.885,17.550,0.456,8.658,0.350,1.200,-107.03759765625,-29.056,-39.564,-68.62
exploit,21.785,17.550,0.348,8.599,0.350,1.200,-104.6640625,-27.313,-37.213,-64.526
exploit,21.885,17.550,0.425,8.628,0.350,1.200,-105.609375,-29.273,-40.079,-69.352
exploit,21.935,17.550,0.438,8.690,0.350,1.200,-103.19140625,-26.567,-40.567,-67.134
exploit,21.985,17.550,0.291,8.691,0.350,1.200,-100.65966796875,-29.782,-40.285,-70.067
exploit,21.685,17.550,0.331,8.573,0.350,1.200,-109.0029296875,-1015.13,-1015.13,-2030.27
exploit,21.835,17.550,0.413,8.685,0.350,1.200,-100.72021484375,-29.134,-37.541,-66.675
exploit,21.985,17.550,0.484,8.689,0.350,1.200,-109.962890625,-25.75,-37.549,-63.299
exploit,21.835,17.550,0.258,8.554,0.350,1.200,-118.3408203125,-1015.71,-1015.71,-2031.41
exploit,21.885,17.550,0.291,8.756,0.350,1.200,-102.88623046875,-28.089,-37.487,-65.576
exploit,21.985,17.550,0.455,8.685,0.350,1.200,-105.44921875,-25.917,-41.217,-67.134
exploit,21.935,17.550,0.271,8.677,0.350,1.200,-102.90673828125,-26.933,-36.916,-63.849
exploit,21.885,17.550,0.504,8.735,0.350,1.200,-113.11669921875,-26.913,-37.512,-64.425
exploit,22.335,17.600,0.851,9.083,0.320,0.680,-92.375732421875,-1015.95,-1015.95,-2031.9
exploit,22.185,17.550,0.242,8.746,0.350,1.200,-107.2431640625,-28.729,-37.511,-66.24
exploit,21.785,17.550,0.398,8.714,0.350,1.200,-99.69091796875,-26.712,-40.521,-67.233
exploit,22.185,17.550,0.375,8.789,0.350,1.200,-104.3134765625,-26.562,-39.963,-66.525
exploit,21.785,17.550,0.439,8.601,0.350,1.200,-111.3173828125,-30.974,-37.786,-68.76
exploit,21.785,17.550,0.451,8.728,0.350,1.200,-105.0966796875,-29.936,-37.335,-67.271
exploit,21.885,17.550,0.412,8.632,0.350,1.200,-103.79248046875,-27.792,-38.392,-66.184
exploit,22.035,17.550,0.302,8.765,0.350,1.200,-102.8388671875,-27.77,-40.568,-68.338
exploit,21.885,17.550,0.430,8.639,0.350,1.200,-105.13330078125,-28.866,-39.866,-68.732
exploit,21.985,17.550,0.332,8.697,0.350,1.200,-98.34912109375,-26.909,-37.043,-63.952
exploit,21.635,17.550,0.276,8.728,0.350,1.200,-102.595703125,-28.684,-39.286,-67.97
exploit,21.935,17.550,0.375,8.749,0.350,1.200,-100.42138671875,-26.504,-40.41,-66.914
exploit,21.835,17.550,0.331,8.664,0.350,1.200,-98.9306640625,-27.984,-37.268,-65.252
exploit,21.935,17.550,0.349,8.773,0.350,1.200,-102.23876953125,-27.549,-38.456,-66.005
exploit,22.035,17.550,0.405,8.640,0.350,1.200,-102.36181640625,-26.548,-37.947,-64.495
exploit,21.935,17.550,0.306,8.708,0.350,1.200,-99.68896484375,-27.764,-37.965,-65.729
exploit,21.735,17.550,0.384,8.738,0.350,1.200,-99.98193359375,-28.812,-39.412,-68.224
exploit,22.135,17.550,0.336,8.695,0.350,1.200,-98.2333984375,-26.612,-40.011,-66.623
exploit,21.935,17.550,0.445,8.699,0.350,1.200,-103.8876953125,-27.033,-38.138,-65.171
exploit,21.935,17.550,0.371,8.676,0.350,1.200,-98.4970703125,-26.435,-37.829,-64.264
exploit,21.885,17.550,0.249,8.761,0.350,1.200,-107.18798828125,-27.558,-37.857,-65.415
exploit,21.885,17.550,0.363,8.669,0.350,1.200,-98.5302734375,-26.813,-37.805,-64.618
exploit,21.885,17.550,0.339,8.711,0.350,1.200,-98.40185546875,-26.749,-41.049,-67.798
exploit,21.885,17.550,0.298,8.680,0.350,1.200,-100.27490234375,-29.147,-37.748,-66.895
exploit,22.285,17.550,0.872,9.095,0.320,0.461,-91.2933349609375,-30.277,-39.576,-69.853
exploit,21.985,17.550,0.330,8.713,0.350,1.200,-98.6689453125,-26.721,-39.123,-65.844
=========================================================================================
exploit,21.935,17.550,0.335,8.696,0.350,1.200,-98.24609375,-27.777,-40.569,-68.346
exploit,21.935,17.550,0.267,8.722,0.350,1.200,-103.35791015625,-26.771,-42.771,-69.542
exploit,21.885,17.550,0.248,8.759,0.350,1.200,-107.205078125,-29.258,-37.856,-67.114
exploit,21.935,17.550,0.365,8.763,0.350,1.200,-101.328125,-26.217,-37.718,-63.935
exploit,21.935,17.550,0.438,8.652,0.350,1.200,-104.9375,-25.312,-39.918,-65.23
exploit,21.935,17.550,0.420,8.664,0.350,1.200,-102.1318359375,-28.911,-37.215,-66.126
exploit,22.085,17.550,0.379,8.681,0.350,1.200,-98.66259765625,-27.626,-37.725,-65.351
exploit,21.885,17.550,0.419,8.675,0.350,1.200,-101.533203125,-1014.86,-1014.86,-2029.72
exploit,21.935,17.550,0.302,8.709,0.350,1.200,-99.978515625,-29.276,-39.164,-68.44
exploit,21.935,17.550,0.461,8.682,0.350,1.200,-106.5,-1015.6,-1015.6,-2031.21
exploit,21.985,17.600,0.510,8.662,0.400,1.150,-119.6162109375,-27.158,-38.155,-65.313
exploit,21.785,17.550,0.357,8.664,0.350,1.200,-98.63232421875,-30.624,-37.525,-68.149
exploit,19.835,17.550,0.414,8.643,0.350,1.200,-102.91845703125,-32.963,-40.15,-73.113
exploit,21.685,17.550,0.396,8.654,0.350,1.200,-100.66796875,-29.643,-41.151,-70.794
exploit,22.085,17.550,0.284,8.772,0.350,1.200,-104.60791015625,-28.78,-37.781,-66.561
exploit,22.085,17.550,0.332,8.738,0.350,1.200,-99.64111328125,-28.091,-37.398,-65.489
exploit,21.935,17.550,0.465,8.649,0.350,1.200,-109.29833984375,-27.038,-39.829,-66.867
exploit,21.935,17.550,0.408,8.670,0.350,1.200,-100.6923828125,-28.01,-41.214,-69.224
exploit,21.835,17.550,0.435,8.675,0.350,1.200,-103.2666015625,-28.025,-41.325,-69.35
exploit,21.785,17.550,0.347,8.682,0.350,1.200,-98.1240234375,-27.554,-37.555,-65.109
exploit,21.985,17.550,0.342,8.666,0.350,1.200,-98.62158203125,-27.141,-39.839,-66.98
exploit,21.885,17.550,0.358,8.676,0.350,1.200,-98.2578125,-28.282,-38.88,-67.162
exploit,22.035,17.550,0.487,8.629,0.350,1.200,-115.6015625,-27.232,-41.626,-68.858
exploit,21.985,17.550,0.410,8.697,0.350,1.200,-100.33544921875,-27.166,-36.966,-64.132
exploit,21.885,17.550,0.414,8.701,0.350,1.200,-100.6875,-28.695,-37.196,-65.891
exploit,22.035,17.550,0.314,8.731,0.350,1.200,-99.9951171875,-25.219,-41.522,-66.741
exploit,21.935,17.550,0.290,8.710,0.350,1.200,-100.904296875,-26.572,-42.08,-68.652
exploit,21.985,17.550,0.285,8.705,0.350,1.200,-101.28759765625,-29.511,-39.411,-68.922
exploit,21.935,17.550,0.291,8.750,0.350,1.200,-102.42529296875,-29.824,-37.531,-67.355
exploit,21.885,17.550,0.423,8.672,0.350,1.200,-102.00732421875,-25.908,-40.51,-66.418
exploit,21.785,17.550,0.344,8.701,0.350,1.200,-98.1220703125,-26.82,-37.32,-64.14
exploit,21.835,17.550,0.326,8.705,0.350,1.200,-98.61328125,-26.918,-39.488,-66.406
exploit,22.035,17.550,0.288,8.764,0.350,1.200,-103.6767578125,-29.259,-38.863,-68.122
exploit,22.035,17.550,0.278,8.725,0.350,1.200,-102.3642578125,-25.714,-37.013,-62.727
exploit,21.535,17.550,0.388,8.668,0.350,1.200,-99.4345703125,-27.724,-40.723,-68.447
exploit,21.985,17.550,0.264,8.691,0.350,1.200,-103.47900390625,-28.939,-37.047,-65.986
exploit,21.885,17.550,0.322,8.731,0.350,1.200,-99.587890625,-26.441,-37.746,-64.187
exploit,22.035,17.550,0.414,8.664,0.350,1.200,-101.484375,-28.997,-38.893,-67.89
exploit,22.035,17.550,0.376,8.646,0.350,1.200,-100.14599609375,-26.571,-38.078,-64.649
exploit,22.085,17.550,0.428,8.644,0.350,1.200,-104.37451171875,-26.647,-40.65,-67.297
exploit,21.935,17.550,0.312,8.743,0.350,1.200,-100.7275390625,-28.297,-37.995,-66.292
exploit,21.885,17.550,0.386,8.681,0.350,1.200,-98.951171875,-26.805,-38.509,-65.314
exploit,21.935,17.550,0.381,8.669,0.350,1.200,-99.0966796875,-29.334,-36.941,-66.275
exploit,21.685,17.550,0.415,8.632,0.350,1.200,-104.080078125,-28.724,-38.624,-67.348
exploit,21.885,17.550,0.402,8.699,0.350,1.200,-99.720703125,-27.601,-40.094,-67.695
exploit,21.935,17.550,0.367,8.695,0.350,1.200,-98.1796875,-26.981,-38.182,-65.163
exploit,21.835,17.550,0.329,8.697,0.350,1.200,-98.41796875,-29.675,-37.076,-66.751
exploit,21.985,17.550,0.285,8.807,0.350,1.200,-108.162109375,-26.738,-38.139,-64.877
exploit,21.935,17.550,0.368,8.712,0.350,1.200,-98.4169921875,-27.722,-37.737,-65.459
exploit,22.135,17.600,0.543,8.674,0.400,1.150,-122.14404296875,-28.326,-43.526,-71.852
exploit,21.735,17.550,0.404,8.703,0.350,1.200,-99.87939453125,-27.896,-37.689,-65.585
exploit,21.785,17.550,0.376,8.672,0.350,1.200,-98.77392578125,-28.567,-37.662,-66.229
exploit,21.785,17.550,0.306,8.660,0.350,1.200,-100.32421875,-27.734,-38.933,-66.667
exploit,21.735,17.550,0.390,8.656,0.350,1.200,-100.16064453125,-26.567,-40.168,-66.735
exploit,21.635,17.550,0.385,8.661,0.350,1.200,-99.615234375,-30.439,-39.048,-69.487
exploit,21.735,17.550,0.468,8.665,0.350,1.200,-108.45166015625,-27.515,-41.213,-68.728
exploit,21.935,17.550,0.373,8.675,0.350,1.200,-98.5791015625,-26.649,-41.162,-67.811
exploit,21.885,17.550,0.307,8.690,0.350,1.200,-99.47265625,-28.714,-37.617,-66.331
exploit,21.885,17.550,0.326,8.693,0.350,1.200,-98.5283203125,-25.935,-37.129,-63.064
exploit,21.935,17.550,0.457,8.649,0.350,1.200,-107.916015625,-25.482,-41.58,-67.062
exploit,21.885,17.550,0.472,8.697,0.350,1.200,-107.7685546875,-28.368,-37.883,-66.251
exploit,21.885,17.550,0.320,8.734,0.350,1.200,-99.84765625,-29.72,-37.735,-67.455
exploit,22.135,17.550,0.461,8.613,0.350,1.200,-112.8896484375,-1015.49,-1015.49,-2030.98
exploit,21.985,17.550,0.337,8.739,0.350,1.200,-99.63525390625,-26.975,-37.59,-64.565
exploit,21.885,17.550,0.341,8.697,0.350,1.200,-98.11865234375,-26.965,-38.762,-65.727
exploit,21.685,17.550,0.418,8.656,0.350,1.200,-102.392578125,-30.264,-38.047,-68.311
exploit,21.885,17.550,0.349,8.670,0.350,1.200,-98.400390625,-27.418,-37.318,-64.736
exploit,21.885,17.550,0.307,8.686,0.350,1.200,-99.56005859375,-27.105,-38.911,-66.016
exploit,21.785,17.550,0.388,8.657,0.350,1.200,-99.98193359375,-28.064,-40.485,-68.549
exploit,21.885,17.550,0.377,8.677,0.350,1.200,-98.6826171875,-30.268,-37.577,-67.845
exploit,21.935,17.550,0.311,8.721,0.350,1.200,-99.7333984375,-30.481,-37.881,-68.362
exploit,21.935,17.550,0.348,8.717,0.350,1.200,-98.421875,-26.5,-37.703,-64.203
exploit,21.935,17.550,0.387,8.708,0.350,1.200,-98.96435546875,-25.649,-39.647,-65.296
exploit,21.935,17.550,0.374,8.700,0.350,1.200,-98.38671875,-30.123,-39.524,-69.647
exploit,21.785,17.550,0.380,8.706,0.350,1.200,-98.642578125,-27.783,-40.382,-68.165
exploit,21.785,17.550,0.393,8.680,0.350,1.200,-99.32080078125,-29.645,-37.743,-67.388
exploit,21.835,17.550,0.274,8.717,0.350,1.200,-102.52197265625,-26.594,-39.594,-66.188
exploit,21.935,17.550,0.474,8.748,0.350,1.200,-108.9130859375,-25.714,-40.508,-66.222
exploit,21.935,17.550,0.409,8.694,0.350,1.200,-100.23876953125,-30.39,-39.686,-70.076
exploit,21.785,17.550,0.457,8.672,0.350,1.200,-106.32861328125,-27.239,-37.74,-64.979
exploit,21.735,17.550,0.305,8.683,0.350,1.200,-99.6748046875,-1015.68,-1015.68,-2031.36
exploit,21.935,17.550,0.446,8.640,0.350,1.200,-107.16796875,-25.135,-38.435,-63.57
exploit,21.885,17.550,0.307,8.670,0.350,1.200,-99.8818359375,-26.254,-36.954,-63.208
exploit,21.885,17.550,0.382,8.690,0.350,1.200,-98.64697265625,-26.602,-40.102,-66.704
exploit,21.985,17.550,0.359,8.703,0.350,1.200,-98.119140625,-29.342,-39.842,-69.184
exploit,21.835,17.550,0.377,8.693,0.350,1.200,-98.4453125,-29.804,-37.209,-67.013
exploit,21.935,17.550,0.278,8.723,0.350,1.200,-102.28955078125,-26.765,-37.449,-64.214
exploit,21.785,17.550,0.336,8.692,0.350,1.200,-98.2255859375,-26.655,-37.256,-63.911
exploit,21.985,17.550,0.281,8.777,0.350,1.200,-105.32763671875,-25.845,-36.95,-62.795
exploit,21.935,17.550,0.269,8.758,0.350,1.200,-104.80419921875,-26.791,-40.088,-66.879
exploit,22.235,17.550,0.266,8.795,0.350,1.200,-108.25634765625,-26.762,-38.065,-64.827
exploit,21.985,17.550,0.274,8.682,0.350,1.200,-102.478515625,-25.852,-37.05,-62.902
exploit,21.885,17.550,0.435,8.658,0.350,1.200,-104.19140625,-30.547,-43.447,-73.994
exploit,21.885,17.550,0.397,8.653,0.350,1.200,-100.7919921875,-28.9,-40.703,-69.603
exploit,21.935,17.550,0.339,8.706,0.350,1.200,-98.2783203125,-27.332,-39.446,-66.778
exploit,21.935,17.550,0.320,8.712,0.350,1.200,-98.98583984375,-28.937,-38.236,-67.173
exploit,22.035,17.550,0.285,8.765,0.350,1.200,-103.94189453125,-26.924,-38.625,-65.549
exploit,21.885,17.550,0.388,8.678,0.350,1.200,-99.1162109375,-27.826,-38.513,-66.339
exploit,21.935,17.550,0.441,8.632,0.350,1.200,-107.27783203125,-27.129,-38.135,-65.264
====================================================================================
exploit,21.485,17.550,0.367,8.636,0.350,1.200,-100.62841796875,-31.824,-41.019,-72.843
exploit,21.685,17.550,0.393,8.687,0.350,1.200,-99.208984375,-30.617,-41.11,-71.727
exploit,21.985,17.550,0.396,8.656,0.350,1.200,-100.5146484375,-29.434,-40.841,-70.275
exploit,22.185,17.550,0.262,8.737,0.350,1.200,-104.46484375,-29.945,-42.345,-72.29
exploit,21.985,17.550,0.295,8.709,0.350,1.200,-100.4677734375,-28.368,-40.865,-69.233
exploit,22.035,17.550,0.379,8.705,0.350,1.200,-98.59765625,-31.934,-41.535,-73.469
exploit,22.085,17.550,0.254,8.743,0.350,1.200,-105.587890625,-30.562,-40.862,-71.424
exploit,21.935,17.550,0.478,8.663,0.350,1.200,-110.27880859375,-30.385,-43.984,-74.369
exploit,21.885,17.550,0.285,8.717,0.350,1.200,-101.43359375,-31.573,-40.574,-72.147
exploit,21.835,17.550,0.375,8.682,0.350,1.200,-98.48974609375,-1016.36,-1016.36,-2032.71
exploit,21.985,17.550,0.419,8.659,0.350,1.200,-102.275390625,-27.906,-40.605,-68.511
exploit,21.985,17.550,0.367,8.720,0.350,1.200,-98.64111328125,-30.199,-40.499,-70.698
exploit,21.835,17.550,0.412,8.705,0.350,1.200,-100.5322265625,-30.077,-41.98,-72.057
exploit,21.935,17.550,0.487,8.650,0.350,1.200,-113.20947265625,-31.166,-41.26,-72.426
exploit,21.835,17.550,0.337,8.688,0.350,1.200,-98.2001953125,-27.922,-43.622,-71.544
exploit,21.885,17.550,0.386,8.692,0.350,1.200,-98.79052734375,-28.515,-42.512,-71.027
exploit,21.935,17.550,0.474,8.682,0.350,1.200,-108.537109375,-29.467,-42.765,-72.232
exploit,21.685,17.550,0.354,8.703,0.350,1.200,-98.09228515625,-31.903,-41.404,-73.307
exploit,21.735,17.550,0.335,8.719,0.350,1.200,-98.69775390625,-30.804,-42.3,-73.104
exploit,21.785,17.550,0.389,8.695,0.350,1.200,-98.9423828125,-30.631,-41.631,-72.262
exploit,21.835,17.550,0.421,8.680,0.350,1.200,-101.60302734375,-31.573,-43.972,-75.545
exploit,21.985,17.550,0.445,8.659,0.350,1.200,-105.345703125,-28.702,-42.31,-71.012
exploit,21.885,17.550,0.391,8.661,0.350,1.200,-99.95263671875,-30.457,-43.848,-74.305
exploit,22.085,17.550,0.294,8.712,0.350,1.200,-100.58203125,-28.052,-43.344,-71.396
exploit,21.985,17.550,0.432,8.644,0.350,1.200,-104.88623046875,-27.788,-46.187,-73.975
exploit,21.835,17.550,0.352,8.708,0.350,1.200,-98.1796875,-31.241,-41.243,-72.484
exploit,21.785,17.550,0.373,8.643,0.350,1.200,-100.240234375,-32.239,-42.036,-74.275
exploit,21.935,17.550,0.300,8.719,0.350,1.200,-100.337890625,-32.289,-41.287,-73.576
exploit,22.035,17.550,0.351,8.732,0.350,1.200,-99.064453125,-31.86,-41.669,-73.529
exploit,21.785,17.550,0.322,8.723,0.350,1.200,-99.28125,-29.914,-40.792,-70.706
exploit,21.935,17.550,0.441,8.684,0.350,1.200,-103.64208984375,-28.553,-41.252,-69.805
exploit,21.735,17.550,0.411,8.672,0.350,1.200,-100.8974609375,-31.104,-42.095,-73.199
exploit,21.785,17.550,0.327,8.726,0.350,1.200,-99.2177734375,-29.097,-42.9,-71.997
exploit,21.885,17.550,0.441,8.654,0.350,1.200,-105.17919921875,-29.782,-41.073,-70.855
exploit,21.985,17.550,0.487,8.695,0.350,1.200,-110.3310546875,-31.635,-42.353,-73.988
exploit,22.085,17.600,0.508,8.707,0.400,1.150,-116.998046875,-29.136,-42.737,-71.873
exploit,22.085,17.550,0.339,8.732,0.350,1.200,-99.166015625,-31.642,-41.645,-73.287
exploit,21.885,17.550,0.383,8.691,0.350,1.200,-98.7001953125,-27.483,-40.561,-68.044
exploit,21.935,17.550,0.383,8.695,0.350,1.200,-98.654296875,-32.555,-41.055,-73.61
exploit,21.685,17.550,0.425,8.703,0.350,1.200,-101.685546875,-31.164,-41.164,-72.328
exploit,21.935,17.550,0.446,8.650,0.350,1.200,-106.2412109375,-30.885,-41.989,-72.874
exploit,21.985,17.550,0.277,8.760,0.350,1.200,-104.2587890625,-29.038,-41.147,-70.185
exploit,21.835,17.550,0.437,8.705,0.350,1.200,-102.91015625,-29.686,-41.17,-70.856
exploit,21.835,17.550,0.323,8.694,0.350,1.200,-98.6572265625,-29.565,-44.069,-73.634
exploit,21.985,17.550,0.356,8.678,0.350,1.200,-98.18994140625,-30.338,-41.137,-71.475
exploit,21.885,17.550,0.323,8.712,0.350,1.200,-98.869140625,-32.748,-43.748,-76.496
exploit,22.185,17.550,0.323,8.729,0.350,1.200,-99.4814453125,-28.202,-41.621,-69.823
exploit,21.735,17.550,0.422,8.655,0.350,1.200,-102.822265625,-29.704,-41.702,-71.406
exploit,21.935,17.550,0.331,8.741,0.350,1.200,-99.892578125,-30.642,-43.34,-73.982
exploit,21.835,17.600,0.526,8.557,0.400,1.150,-141.4951171875,-1017.12,-1017.12,-2034.25
exploit,21.935,17.550,0.419,8.706,0.350,1.200,-101.1474609375,-30.567,-40.267,-70.834
exploit,21.835,17.550,0.428,8.657,0.350,1.200,-103.427734375,-28.921,-41.121,-70.042
exploit,21.785,17.550,0.365,8.693,0.350,1.200,-98.1396484375,-28.643,-42.337,-70.98
exploit,21.885,17.550,0.425,8.658,0.350,1.200,-102.96630859375,-30.188,-43.487,-73.675
exploit,22.085,17.550,0.351,8.711,0.350,1.200,-98.259765625,-29.189,-41.389,-70.578
exploit,21.885,17.550,0.380,8.692,0.350,1.200,-98.5673828125,-29.271,-40.077,-69.348
exploit,21.985,17.550,0.441,8.656,0.350,1.200,-105.0751953125,-27.593,-43.197,-70.79
exploit,21.885,17.550,0.372,8.675,0.350,1.200,-98.55615234375,-29.361,-42.158,-71.519
exploit,21.785,17.550,0.346,8.710,0.350,1.200,-98.2685546875,-29.139,-42.14,-71.279
exploit,22.035,17.550,0.280,8.768,0.350,1.200,-104.63427734375,-27.539,-41.419,-68.958
exploit,21.985,17.550,0.339,8.711,0.350,1.200,-98.36083984375,-27.503,-40.702,-68.205
exploit,21.935,17.550,0.415,8.693,0.350,1.200,-100.740234375,-27.111,-40.51,-67.621
exploit,22.035,17.600,0.552,8.667,0.400,1.150,-124.05615234375,-29.04,-41.24,-70.28
exploit,21.885,17.550,0.468,8.610,0.350,1.200,-114.6796875,-31.802,-41.517,-73.319
exploit,21.985,17.550,0.270,8.779,0.350,1.200,-106.38623046875,-29.782,-41.58,-71.362
exploit,21.885,17.550,0.304,8.681,0.350,1.200,-99.8125,-31.295,-42.992,-74.287
exploit,22.135,17.550,0.314,8.743,0.350,1.200,-100.64892578125,-32.146,-41.347,-73.493
exploit,21.835,17.550,0.375,8.681,0.350,1.200,-98.5078125,-32.221,-41.539,-73.76
exploit,22.035,17.600,0.502,8.663,0.400,1.150,-118.7783203125,-28.595,-45.294,-73.889
exploit,21.885,17.550,0.481,8.635,0.350,1.200,-113.71923828125,-27.971,-43.571,-71.542
exploit,21.885,17.550,0.256,8.774,0.350,1.200,-107.33740234375,-33.929,-42.019,-75.948
exploit,21.935,17.550,0.381,8.701,0.350,1.200,-98.6328125,-28.352,-43.352,-71.704
exploit,21.935,17.550,0.313,8.746,0.350,1.200,-100.86376953125,-31.507,-40.507,-72.014
exploit,21.885,17.550,0.396,8.683,0.350,1.200,-99.48681640625,-1016.59,-1016.59,-2033.18
